100percentfedup.com,1
5newsonline.com,
6abc.com,
9to5mac.com,
abc13.com,0
abc27.com,0
abc7.com,0
abc7chicago.com,0
ad.hani.co.kr,
adage.com,
allenwestrepublic.com,1
altright.com,
alzheimersnewstoday.com,
americanlookout.com,1
americanupdater.com,1
amp.theguardian.com,
atlantahawks.blog.ajc.com,
baltimore.cbslocal.com,
bangordailynews.com,
bb4sp.com,1
betanews.com,
bgr.com,
birthmoviesdeath.com,
blog.constitutioncenter.org,
blog.google,
blog.x.company,
blogs.barrons.com,0
blogs.marketwatch.com,
blogs.mercurynews.com,
blogs.nasa.gov,
blogs.plos.org,
blogs.telegraph.co.uk,
blogs.wsj.com,0
bloody-disgusting.com,
boingboing.net,
boston.cbslocal.com,0
boxingjunkie.usatoday.com,
buffalonews.com,
cadenaser.com,
cbs4indy.com,
chicago.cbslocal.com,0
chronicle.augusta.com,
clashdaily.com,1
cleantechnica.com,
cn.nytstyle.com,
cnn.com,0
cnn.com.de,1
college.usatoday.com,0
collegebasketball.nbcsports.com,
collegefootballtalk.nbcsports.com,
collider.com,
comicbook.com,
consequenceofsound.net,
conservativedailypost.com,1
conservativefighters.com,1
conservative-headlines.com,
conservativetribune.com,
cruxnow.com,
cw33.com,
dailycaller.com,
dailyddt.com,
dailyheadlines.net,1
dailymail.co.uk,
dailysignal.com,
deadline.com,
denver.cbslocal.com,0
design.prntly.com,
dfw.cbslocal.com,0
downtrend.com,1
eaglerising.com,1
easterndaily.com,
edition.cnn.com,0
embols.com,1
empireherald.com,1
en.rfi.fr,
english.yonhapnews.co.kr,
espresso.repubblica.it,
ew.com,
examiningatheism.blogspot.com,
fansided.com,
federalnewsradio.com,
fivethirtyeight.com,
footwearnews.com,
fortune.com,0
fox13now.com,0
fox17online.com,0
fox2now.com,0
fox40.com,0
fox43.com,0
fox4kc.com,0
fox59.com,0
fox5sandiego.com,0
fox61.com,0
fox6now.com,0
fox8.com,0
fr.israelvideonetwork.com,
freakoutnation.com,1
freedomdaily.com,1
freedomlibertynews.com,1
freedomoutpost.com,1
ftw.usatoday.com,0
futbol.as.com,
futurism.com,
globalnews.ca,
gma.yahoo.com,
grist.org,
gulfnews.com,
health.usnews.com,0
heatst.com,
heavy.com,
hollywoodlife.com,
host.prntly.com,1
hotair.com,
icelandmonitor.mbl.is,
ihavethetruth.com,1
ijr.com,
ilovemyfreedom.org,
in.reuters.com,0
indianexpress.com,
inews.co.uk,
informedowners.com,1
insider.foxnews.com,
isportsweb.com,
jcca.org,
jimdaly.focusonthefamily.com,
jp.wsj.com,
kdvr.com,
kfor.com,
koin.com,
ktla.com,0
lasvegas.cbslocal.com,0
laxic.me,
lens.blogs.nytimes.com,
liberalsociety.com,1
libertyalliance.com,
libertywritersnews.com,1
liveactionnews.org,
losangeles.cbslocal.com,0
madworldnews.com,1
mainichi.jp,
marketwatch.com,0
mashable.com,
media.ford.com,
mediamatters.org,
medium.com,
metro.co.uk,
mexiconewsdaily.com,
miami.cbslocal.com,0
mic.com,
minnesota.cbslocal.com,0
mlb.nbcsports.com,
mmajunkie.com,
mmqb.si.com,
mobile.reuters.com,0
money.cnn.com,0
montrealgazette.com,
mspoweruser.com,
muslimstatistics.wordpress.com,
myfox8.com,
mynewsla.com,
nascar.nbcsports.com,0
nation.foxnews.com,
nba.nbcsports.com,0
nbc4i.com,0
nesn.com,0
nevo.news,1
new.www.huffingtonpost.com,
newcenturytimes.com,1
news.asiaone.com,
news.berkeley.edu,0
news.mb.com.ph,
news.nationalgeographic.com,
news.xinhuanet.com,
news.yale.edu,0
newsexaminer.net,1
newsok.com,
newsone.com,
newyork.cbslocal.com,0
nhl.nbcsports.com,0
nmpolitics.net,
nolayingup.com,
nsidc.org,
nymag.com,
nypost.com,
observer.com,
occupydemocrats.com,1
olympics.nbcsports.com,
onlineathens.com,
origin-nyi.thehill.com,
pagesix.com,
patch.com,
patft.uspto.gov,
people.com,0
pepe-news.com,
perezhilton.com,
phandroid.com,
philadelphia.cbslocal.com,0
pickandroll.com.au,
pittsburgh.cbslocal.com,0
pix11.com,
pjmedia.com,
polisen.se,
politica.elpais.com,
portal.kiplinger.com,0
postonpolitics.blog.palmbeachpost.com,
powersource.post-gazette.com,
prntly.com,1
profootballtalk.nbcsports.com,0
projects.jsonline.com,
prostitution2017.de,
q13fox.com,
quebec.huffingtonpost.ca,
radaronline.com,
radio.foxnews.com,
radioink.com,
rare.us,
rbth.com,
reason.com,
redbirdrants.com,
refugeeresettlementwatch.wordpress.com,
rollingout.com,
sacramento.cbslocal.com,
sacredstonecamp.org,
sanfrancisco.cbslocal.com,
screenertv.com,
scroll.in,
seekingalpha.com,0
slam.canoe.com,
soccer.nbcsports.com,0
spaceflightnow.com,
spacenews.com,0
splash.sussex.ac.uk,
sports.nbcsports.com,0
sports.usatoday.com,0
sportsday.dallasnews.com,0
staugustine.com,
store.focusonthefamily.com,
techcrunch.com,
theconservativetreehouse.com,
thehill.com,
theintercept.com,
thenewdaily.com.au,
thespacereporter.com,
thetechportal.com,
theweek.com,
torrentfreak.com,
townhall.com,
triblive.com,
tribune.com.pk,
trofire.com,
tvline.com,
twinfinite.net,
ufc.usada.org,
uk.reuters.com,0
unicornbooty.com,
uproxx.com,
us.blastingnews.com,
usatodayhss.com,0
vancouversun.com,
variety.com,0
venturebeat.com,
washingtonpost.com,0
wavy.com,
wbay.com,
well.blogs.nytimes.com,
wfla.com,
wfpl.org,
wgno.com,
wgntv.com,
whotv.com,
wishtv.com,
wkrg.com,
wkrn.com,
wncn.com,
wnep.com,
woodtv.com,
wric.com,
wspa.com,
wtkr.com,
wtnh.com,
wtop.com,
wwd.com,
wwlp.com,
www.10best.com,
www.11alive.com,
www.13wmaz.com,
www.4wrd-consulting.de,
www.680news.com,
www.9news.com.au,
www.abc.net.au,
www.abc15.com,
www.abcactionnews.com,0
www.accesshollywood.com,
www.adn.com,
www.advocate.com,
www.afr.com,
www.al.com,
www.alternativenation.net,
www.americanthinker.com,
www.americasfreedomfighters.com,1
www.amny.com,
www.amren.com,
www.androidauthority.com,
www.androidheadlines.com,
www.androidpolice.com,
www.aol.com,
www.avclub.com,
www.azcentral.com,
www.babwnews.com,
www.baltimoresun.com,
www.bangkokpost.com,
www.baseball-news-blog.com,
www.baynews9.com,
www.bbc.co.uk,
www.bbc.com,0
www.belmarrahealth.com,
www.bendigoadvertiser.com.au,
www.bet.com,
www.billboard.com,
www.blayneychronicle.com.au,
www.bloggingtheboys.com,
www.bloodyelbow.com,
www.bloomberg.com,0
www.boston.com,
www.bostonglobe.com,0
www.breitbart.com,
www.brisbanetimes.com.au,
www.businessinsider.com,
www.cagesideseats.com,
www.cambridge.org,
www.cantonrep.com,
www.capebretonpost.com,
www.channel4.com,
www.chicagotribune.com,
www.chicoer.com,
www.chinadaily.com.cn,
www.cinemablend.com,
www.clarionledger.com,
www.clarksvilleonline.com,
www.cleveland.com,
www.click2houston.com,
www.clickondetroit.com,
www.clickorlando.com,
www.clomedia.com,
www.cnbc.com,
www.cnn.com,0
www.cnsnews.com,
www.coloradoan.com,
www.commondreams.org,
www.concordmonitor.com,
www.connectionnewspapers.com,
www.conservativenewsandviews.com,
www.cosmopolitan.com,0
www.counselheal.com,
www.courant.com,
www.courier-journal.com,
www.crookstontimes.com,
www.csmonitor.com,
www.csnbayarea.com,
www.csnne.com,
www.custompcreview.com,
www.dailyfx.com,
www.dailyherald.com,
www.dailyinfobox.com,1
www.dailykos.com,
www.dailymail.co.uk,
www.dailynews.com,
www.dailypress.com,
www.dailyrecord.co.uk,
www.dailysabah.com,
www.dailystar.co.uk,
www.dallasnews.com,
www.dallasobserver.com,
www.dawn.com,
www.deathandtaxesmag.com,
www.deccanchronicle.com,
www.delish.com,
www.denverpost.com,
www.deseretnews.com,
www.desertsun.com,
www.detroitnews.com,
www.digitaltrends.com,
www.dispatch.com,
www.dnaindia.com,
www.droid-life.com,
www.duluthnewstribune.com,
www.edmontonjournal.com,
www.efsyn.gr,
www.elle.com,0
www.elpasotimes.com,
www.engadget.com,
www.entrepreneur.com,
www.eonline.com,
www.esquire.com,0
www.euractiv.com,
www.euronews.com,
www.eurweb.com,
www.everythinglubbock.com,
www.express.co.uk,
www.extremetech.com,
www.fastcodesign.com,
www.fcc.gov,0
www.federalregister.gov,0
www.firstcoastnews.com,
www.firstpost.com,
www.fitsnews.com,
www.focusonthefamily.com,1
www.foodsafetynews.com,
www.fool.com,
www.forbes.com,0
www.foxbusiness.com,0
www.foxnews.com,0
www.foxsports.com,
www.france24.com,
www.frc.org,
www.freemalaysiatoday.com,
www.freep.com,
www.freundin.de,
www.gainesville.com,
www.gameinformer.com,
www.gazettenet.com,
www.geeksofdoom.com,
www.geekwire.com,
www.goerie.com,
www.goldderby.com,
www.gospelherald.com,
www.gossipcop.com,
www.greenbaypressgazette.com,
www.groovypost.com,
www.gulf-times.com,
www.hammerandrails.com,
www.hangthebankers.com,1
www.hardcoregamer.com,
www.hollywoodreporter.com,
www.horizontcoaching-daniela.de,
www.huffingtonpost.ca,
www.huffingtonpost.co.uk,
www.huffingtonpost.co.za,
www.huffingtonpost.com,
www.huffingtonpost.com.au,
www.huffingtonpost.com.mx,
www.huffingtonpost.de,
www.huffingtonpost.es,
www.huffingtonpost.fr,
www.huffingtonpost.gr,
www.huffingtonpost.in,
www.huffingtonpost.it,
www.huffingtonpost.jp,
www.huffingtonpost.kr,
www.i4u.com,
www.ibtimes.co.uk,
www.ibtimes.com,0
www.ifyouonlynews.com,1
www.ign.com,
www.imf.org,
www.immortal.org,
www.independent.co.uk,
www.independent.com,
www.indiewire.com,
www.indystar.com,
www.infowars.com,
www.inquisitr.com,
www.insidehighered.com,
www.internetretailer.com,
www.investopedia.com,
www.investors.com,0
www.iraqinews.com,
www.irishexaminer.com,
www.itechpost.com,
www.itv.com,
www.jacksonsun.com,
www.japantimes.co.jp,
www.jookos.com,1
www.journaldequebec.com,
www.jpost.com,
www.jsonline.com,
www.justjared.com,
www.kcra.com,
www.kens5.com,0
www.ketv.com,
www.keyt.com,
www.khou.com,
www.kiro7.com,
www.kitsapsun.com,
www.kivitv.com,
www.kjrh.com,
www.knoxnews.com,
www.koreatimes.co.kr,
www.kpbs.org,
www.krcrtv.com,
www.kshb.com,
www.ktvb.com,
www.ktxs.com,
www.kwwl.com,
www.kxly.com,
www.kyivpost.com,
www.laboratoryequipment.com,
www.landof10.com,
www.latimes.com,0
www.latinoshealth.com,
www.latinpost.com,
www.libyanexpress.com,
www.lifenews.com,
www.lifezette.com,
www.liftable.com,
www.livemint.com,
www.livescience.com,
www.local10.com,
www.localsyr.com,
www.lohud.com,
www.macrumors.com,
www.macworld.co.uk,
www.marieclaire.com,
www.marketwatch.com,0
www.masslive.com,
www.medicaldaily.com,
www.mercurynews.com,
www.military.com,0
www.military-technologies.net,
www.mirror.co.uk,
www.mlive.com,
www.mmafighting.com,
www.mmamania.com,
www.modernhealthcare.com,
www.molonlabemedia.com,1
www.morningticker.com,
www.moroccoworldnews.com,
www.mprnews.org,
www.myfoxspokane.com,0
www.mynbc5.com,
www.mynews13.com,0
www.mytwintiers.com,
www.nap.edu,
www.nasdaq.com,0
www.nation.co.ke,
www.nationalreview.com,
www.nba.com,
www.nbcnews.com,0
www.nbcsports.com,0
www.ncaa.com,
www.neweurope.eu,
www.newindianexpress.com,
www.news18.com,
www.news24.com,
www.newsbusters.org,
www.newschief.com,
www.newsday.com,
www.newsdeeply.com,
www.newser.com,
www.news-leader.com,
www.newsmax.com,
www.newsnation.in,
www.newsweek.com,0
www.newyorker.com,0
www.nhl.com,0
www.nhregister.com,
www.nj.com,
www.nola.com,
www.npr.org,0
www.nrn.com,0
www.nst.com.my,
www.ntnews.com.au,
www.nybooks.com,
www.nydailynews.com,
www.nytimes.com,0
www.occidentaldissent.com,
www.oregonlive.com,
www.orlandosentinel.com,
www.orovillemr.com,
www.pakistantoday.com.pk,
www.patheos.com,
www.patriotledger.com,
www.pcadvisor.co.uk,
www.pcgamer.com,
www.pennlive.com,
www.pewresearch.org,
www.phillyvoice.com,
www.phonearena.com,
www.phonedog.com,
www.piolog.com,
www.playstationlifestyle.net,
www.politico.eu,
www.politicususa.com,
www.politifact.com,0
www.polygon.com,
www.popsugar.com,
www.popularmechanics.com,0
www.post-gazette.com,0
www.poundingtherock.com,
www.pressherald.com,
www.providencejournal.com,
www.pymnts.com,
www.racked.com,
www.radionz.co.nz,
www.realtor.com,
www.recode.net,
www.refinery29.com,
www.refinery29.uk,
www.resourceinvestor.com,
www.reuters.com,0
www.reviewjournal.com,
www.roadtovr.com,
www.rollcall.com,
www.rte.ie,
www.rttnews.com,
www.salon.com,
www.sammobile.com,
www.sandiegouniontribune.com,
www.santacruzsentinel.com,
www.sbnation.com,
www.sciencedaily.com,
www.sciencemag.org,
www.sciencetimes.com,
www.scmp.com,
www.scoopwhoop.com,
www.scpr.org,
www.seacoastonline.com,
www.seattletimes.com,0
www.seeker.com,
www.si.com,
www.slamonline.com,
www.slashfilm.com,
www.slate.com,
www.smh.com.au,
www.snopes.com,
www.space.com,
www.spaceflightinsider.com,
www.splcenter.org,
www.sportingnews.com,
www.standard.co.uk,
www.staradvertiser.com,
www.statnews.com,
www.stokesentinel.co.uk,
www.straitstimes.com,
www.suasnews.com,
www.sun-sentinel.com,
www.supermarketnews.com,
www.susanjfowler.com,
www.syracuse.com,
www.talkmedianews.com,
www.teapartycrusaders.com,
www.technobuffalo.com,
www.techtimes.com,
www.telegraph.co.uk,
www.telesurtv.net,
www.tennessean.com,
www.theage.com.au,
www.theatlantic.com,
www.theaustralian.com.au,
www.thedailybeast.com,
www.thefiscaltimes.com,0
www.thegatewaypundit.com,1
www.theglobeandmail.com,
www.theguardian.com,0
www.theindychannel.com,
www.theitem.com,
www.thelocal.fr,
www.themalaymailonline.com,
www.thenation.com,
www.thestar.com,
www.thestar.com.my,
www.thestranger.com,
www.thestreet.com,0
www.thesun.co.uk,
www.thesun.ie,
www.theverge.com,
www.thewrap.com,
www.theyucatantimes.com,
www.timesfreepress.com,
www.timeslive.co.za,
www.timesrecordnews.com,
www.tmz.com,
www.tnhonline.com,
www.toledoblade.com,
www.tomsguide.com,
www.torontosun.com,
www.townhall.com,
www.tsn.ca,
www.turnto23.com,
www.tvanouvelles.ca,
www.twincities.com,
www.unionleader.com,
www.universityherald.com,
www.upi.com,
www.usatoday.com,0
www.usnews.com,
www.utahstandardnews.com,
www.valuewalk.com,
www.vindy.com,
www.virgin.com,
www.vogue.com,
www.voiceofsandiego.org,
www.vox.com,
www.vulture.com,
www.wareable.com,
www.washingtonian.com,0
www.washingtonpost.com,0
www.washingtontimes.com,0
www.wcpo.com,
www.wcvb.com,
www.wearecentralpa.com,
www.wearegreenbay.com,
www.webmd.boots.com,
www.webmd.com,0
www.weeklystandard.com,
www.wesh.com,
www.westernjournalism.com,
www.wfaa.com,
www.wfmz.com,
www.whas11.com,
www.whitehouse.gov,
www.wlbz2.com,
www.wlky.com,
www.wltz.com,
www.wmur.com,
www.wnd.com,
www.wptv.com,
www.wpxi.com,
www.wsoctv.com,
www.wsws.org,
www.wtae.com,
www.wtsp.com,
www.wusa9.com,
www.wxyz.com,
www.yahoo.com,
www.zerohedge.com,
www1.cbn.com,
yahoo.com,
yournewswire.com,
zeenews.india.com,
